    286  1606
  0.0002430140086927        26        17
  0.8198272643449455        18        18
  0.1453272269641799        24        18
  0.0202511673910546        27        18
  0.0008100466956422        12        18
  0.0135007782607031        13        18
  0.0002835163434748        28        18
  0.7414490906883044        19        19
  0.2237459029556030        25        19
  0.0202511673910546        28        19
  0.0008100466956422        13        19
  0.0135007782607031        14        19
  0.0002430140086927        29        19
  0.6660418688045181        20        20
  0.3126944054348746        26        20
  0.0202511673910546        29        20
  0.0008100466956422        14        20
  0.0002025116739105        30        20
  0.9187118140923068        21        21
  0.0810046695642184        15        21
  0.0002835163434748        31        21
  0.9052110358316038        22        22
  0.0810046695642184        16        22
  0.0135007782607031        15        22
  0.0002835163434748        32        22
  0.6739451993847891        23        23
  0.2237459029556030        31        23
  0.0202511673910546        32        23
  0.0008100466956422        15        23
  0.0810046695642184        17        23
  0.0002430140086927        33        23
  0.9052110358316038        24        24
  0.0810046695642184        18        24
  0.0135007782607031        16        24
  0.0002835163434748        34        24
  0.6604444211240861        25        25
  0.2237459029556030        32        25
  0.0202511673910546        34        25
  0.0008100466956422        16        25
  0.0810046695642184        19        25
  0.0135007782607031        17        25
  0.0002430140086927        35        25
  0.5850371992402996        26        26
  0.3126944054348746        33        26
  0.0202511673910546        35        26
  0.0008100466956422        17        26
  0.0810046695642184        20        26
  0.0002025116739105        36        26
  0.9862157053958222        27        27
  0.0135007782607031        18        27
  0.0002835163434748        37        27
  0.7414490906883044        28        28
  0.2237459029556030        34        28
  0.0202511673910546        37        28
  0.0008100466956422        18        28
  0.0135007782607031        19        28
  0.0002430140086927        38        28
  0.6525410905438150        29        29
  0.3126944054348746        35        29
  0.0202511673910546        38        29
  0.0008100466956422        19        29
  0.0135007782607031        20        29
  0.0002025116739105        39        29
  0.5677293058645423        30        30
  0.4110474707096324        36        30
  0.0202511673910546        39        30
  0.0008100466956422        20        30
  0.0001620093391284        40        30
  0.6739451993847891        31        31
  0.2237459029556030        41        31
  0.0202511673910546        42        31
  0.0008100466956422        21        31
  0.0810046695642184        23        31
  0.0002430140086927        43        31
  0.6604444211240861        32        32
  0.2237459029556030        42        32
  0.0202511673910546        44        32
  0.0008100466956422        22        32
  0.0810046695642184        25        32
  0.0135007782607031        23        32
  0.0002430140086927        45        32
  0.5850371992402996        33        33
  0.3126944054348746        43        33
  0.0202511673910546        45        33
  0.0008100466956422        23        33
  0.0810046695642184        26        33
  0.0002025116739105        46        33
  0.6604444211240861        34        34
  0.2237459029556030        44        34
  0.0202511673910546        47        34
  0.0008100466956422        24        34
  0.0810046695642184        28        34
  0.0135007782607031        25        34
  0.0002430140086927        48        34
  0.5715364209795966        35        35
  0.3126944054348746        45        35
  0.0202511673910546        48        35
  0.0008100466956422        25        35
  0.0810046695642184        29        35
  0.0135007782607031        26        35
  0.0002025116739105        49        35
  0.4867246363003239        36        36
  0.4110474707096324        46        36
  0.0202511673910546        49        36
  0.0008100466956422        26        36
  0.0810046695642184        30        36
  0.0001620093391284        50        36
  0.7414490906883044        37        37
  0.2237459029556030        47        37
  0.0202511673910546        51        37
  0.0008100466956422        27        37
  0.0135007782607031        28        37
  0.0002430140086927        52        37
  0.6525410905438150        38        38
  0.3126944054348746        48        38
  0.0202511673910546        52        38
  0.0008100466956422        28        38
  0.0135007782607031        29        38
  0.0002025116739105        53        38
  0.5542285276038392        39        39
  0.4110474707096324        49        39
  0.0202511673910546        53        39
  0.0008100466956422        29        39
  0.0135007782607031        30        39
  0.0001620093391284        54        39
  0.4608382648301043        40        40
  0.5179790140788526        50        40
  0.0202511673910546        54        40
  0.0008100466956422        30        40
  0.0001215070043463        55        40
  0.9187523164270890        41        41
  0.0810046695642184        31        41
  0.0002430140086927        56        41
  0.9052515381663859        42        42
  0.0810046695642184        32        42
  0.0135007782607031        31        42
  0.0002430140086927        57        42
  0.5850371992402996        43        43
  0.3126944054348746        56        43
  0.0202511673910546        57        43
  0.0008100466956422        31        43
  0.0810046695642184        33        43
  0.0002025116739105        58        43
  0.9052515381663859        44        44
  0.0810046695642184        34        44
  0.0135007782607031        32        44
  0.0002430140086927        59        44
  0.5715364209795966        45        45
  0.3126944054348746        57        45
  0.0202511673910546        59        45
  0.0008100466956422        32        45
  0.0810046695642184        35        45
  0.0135007782607031        33        45
  0.0002025116739105        60        45
  0.4867246363003239        46        46
  0.4110474707096324        58        46
  0.0202511673910546        60        46
  0.0008100466956422        33        46
  0.0810046695642184        36        46
  0.0001620093391284        61        46
  0.9052515381663859        47        47
  0.0810046695642184        37        47
  0.0135007782607031        34        47
  0.0002430140086927        62        47
  0.5715364209795966        48        48
  0.3126944054348746        59        48
  0.0202511673910546        62        48
  0.0008100466956422        34        48
  0.0810046695642184        38        48
  0.0135007782607031        35        48
  0.0002025116739105        63        48
  0.4732238580396209        49        49
  0.4110474707096324        60        49
  0.0202511673910546        63        49
  0.0008100466956422        35        49
  0.0810046695642184        39        49
  0.0135007782607031        36        49
  0.0001620093391284        64        49
  0.3798335952658859        50        50
  0.5179790140788526        61        50
  0.0202511673910546        64        50
  0.0008100466956422        36        50
  0.0810046695642184        40        50
  0.0001215070043463        65        50
  0.9862562077306043        51        51
  0.0135007782607031        37        51
  0.0002430140086927        66        51
  0.6525410905438150        52        52
  0.3126944054348746        62        52
  0.0202511673910546        66        52
  0.0008100466956422        37        52
  0.0135007782607031        38        52
  0.0002025116739105        67        52
  0.5542285276038392        53        53
  0.4110474707096324        63        53
  0.0202511673910546        67        53
  0.0008100466956422        38        53
  0.0135007782607031        39        53
  0.0001620093391284        68        53
  0.4473374865694012        54        54
  0.5179790140788526        64        54
  0.0202511673910546        68        54
  0.0008100466956422        39        54
  0.0135007782607031        40        54
  0.0001215070043463        69        54
  0.3460088002732827        55        55
  0.6328489809704563        65        55
  0.0202511673910546        69        55
  0.0008100466956422        40        55
  0.0000810046695642        70        55
  0.5850371992402996        56        56
  0.3126944054348746        71        56
  0.0202511673910546        72        56
  0.0008100466956422        41        56
  0.0810046695642184        43        56
  0.0002025116739105        73        56
  0.5715364209795966        57        57
  0.3126944054348746        72        57
  0.0202511673910546        74        57
  0.0008100466956422        42        57
  0.0810046695642184        45        57
  0.0135007782607031        43        57
  0.0002025116739105        75        57
  0.4867246363003239        58        58
  0.4110474707096324        73        58
  0.0202511673910546        75        58
  0.0008100466956422        43        58
  0.0810046695642184        46        58
  0.0001620093391284        76        58
  0.5715364209795966        59        59
  0.3126944054348746        74        59
  0.0202511673910546        77        59
  0.0008100466956422        44        59
  0.0810046695642184        48        59
  0.0135007782607031        45        59
  0.0002025116739105        78        59
  0.4732238580396209        60        60
  0.4110474707096324        75        60
  0.0202511673910546        78        60
  0.0008100466956422        45        60
  0.0810046695642184        49        60
  0.0135007782607031        46        60
  0.0001620093391284        79        60
  0.3798335952658859        61        61
  0.5179790140788526        76        61
  0.0202511673910546        79        61
  0.0008100466956422        46        61
  0.0810046695642184        50        61
  0.0001215070043463        80        61
  0.5715364209795966        62        62
  0.3126944054348746        77        62
  0.0202511673910546        81        62
  0.0008100466956422        47        62
  0.0810046695642184        52        62
  0.0135007782607031        48        62
  0.0002025116739105        82        62
  0.4732238580396209        63        63
  0.4110474707096324        78        63
  0.0202511673910546        82        63
  0.0008100466956422        48        63
  0.0810046695642184        53        63
  0.0135007782607031        49        63
  0.0001620093391284        83        63
  0.3663328170051828        64        64
  0.5179790140788526        79        64
  0.0202511673910546        83        64
  0.0008100466956422        49        64
  0.0810046695642184        54        64
  0.0135007782607031        50        64
  0.0001215070043463        84        64
  0.2650041307090644        65        65
  0.6328489809704563        80        65
  0.0202511673910546        84        65
  0.0008100466956422        50        65
  0.0810046695642184        55        65
  0.0000810046695642        85        65
  0.6525410905438150        66        66
  0.3126944054348746        81        66
  0.0202511673910546        86        66
  0.0008100466956422        51        66
  0.0135007782607031        52        66
  0.0002025116739105        87        66
  0.5542285276038392        67        67
  0.4110474707096324        82        67
  0.0202511673910546        87        67
  0.0008100466956422        52        67
  0.0135007782607031        53        67
  0.0001620093391284        88        67
  0.4473374865694012        68        68
  0.5179790140788526        83        68
  0.0202511673910546        88        68
  0.0008100466956422        53        68
  0.0135007782607031        54        68
  0.0001215070043463        89        68
  0.3325080220125797        69        69
  0.6328489809704563        84        69
  0.0202511673910546        89        69
  0.0008100466956422        54        69
  0.0135007782607031        55        69
  0.0000810046695642        90        69
  0.2237558611033610        70        70
  0.7551424224751602        85        70
  0.0202511673910546        90        70
  0.0008100466956422        55        70
  0.0000405023347821        91        70
  0.9187928187618710        71        71
  0.0810046695642184        56        71
  0.0002025116739105        92        71
  0.9052920405011680        72        72
  0.0810046695642184        57        72
  0.0135007782607031        56        72
  0.0002025116739105        93        72
  0.4867246363003239        73        73
  0.4110474707096324        92        73
  0.0202511673910546        93        73
  0.0008100466956422        56        73
  0.0810046695642184        58        73
  0.0001620093391284        94        73
  0.9052920405011680        74        74
  0.0810046695642184        59        74
  0.0135007782607031        57        74
  0.0002025116739105        95        74
  0.4732238580396209        75        75
  0.4110474707096324        93        75
  0.0202511673910546        95        75
  0.0008100466956422        57        75
  0.0810046695642184        60        75
  0.0135007782607031        58        75
  0.0001620093391284        96        75
  0.3798335952658859        76        76
  0.5179790140788526        94        76
  0.0202511673910546        96        76
  0.0008100466956422        58        76
  0.0810046695642184        61        76
  0.0001215070043463        97        76
  0.9052920405011680        77        77
  0.0810046695642184        62        77
  0.0135007782607031        59        77
  0.0002025116739105        98        77
  0.4732238580396209        78        78
  0.4110474707096324        95        78
  0.0202511673910546        98        78
  0.0008100466956422        59        78
  0.0810046695642184        63        78
  0.0135007782607031        60        78
  0.0001620093391284        99        78
  0.3663328170051828        79        79
  0.5179790140788526        96        79
  0.0202511673910546        99        79
  0.0008100466956422        60        79
  0.0810046695642184        64        79
  0.0135007782607031        61        79
  0.0001215070043463       100        79
  0.2650041307090644        80        80
  0.6328489809704563        97        80
  0.0202511673910546       100        80
  0.0008100466956422        61        80
  0.0810046695642184        65        80
  0.0000810046695642       101        80
  0.9052920405011680        81        81
  0.0810046695642184        66        81
  0.0135007782607031        62        81
  0.0002025116739105       102        81
  0.4732238580396209        82        82
  0.4110474707096324        98        82
  0.0202511673910546       102        82
  0.0008100466956422        62        82
  0.0810046695642184        67        82
  0.0135007782607031        63        82
  0.0001620093391284       103        82
  0.3663328170051828        83        83
  0.5179790140788526        99        83
  0.0202511673910546       103        83
  0.0008100466956422        63        83
  0.0810046695642184        68        83
  0.0135007782607031        64        83
  0.0001215070043463       104        83
  0.2515033524483613        84        84
  0.6328489809704563       100        84
  0.0202511673910546       104        84
  0.0008100466956422        64        84
  0.0810046695642184        69        84
  0.0135007782607031        65        84
  0.0000810046695642       105        84
  0.1427511915391425        85        85
  0.7551424224751602       101        85
  0.0202511673910546       105        85
  0.0008100466956422        65        85
  0.0810046695642184        70        85
  0.0000405023347821       106        85
  0.9862967100653864        86        86
  0.0135007782607031        66        86
  0.0002025116739105       107        86
  0.5542285276038392        87        87
  0.4110474707096324       102        87
  0.0202511673910546       107        87
  0.0008100466956422        66        87
  0.0135007782607031        67        87
  0.0001620093391284       108        87
  0.4473374865694012        88        88
  0.5179790140788526       103        88
  0.0202511673910546       108        88
  0.0008100466956422        67        88
  0.0135007782607031        68        88
  0.0001215070043463       109        88
  0.3325080220125797        89        89
  0.6328489809704563       104        89
  0.0202511673910546       109        89
  0.0008100466956422        68        89
  0.0135007782607031        69        89
  0.0000810046695642       110        89
  0.2102550828426578        90        90
  0.7551424224751602       105        90
  0.0202511673910546       110        90
  0.0008100466956422        69        90
  0.0135007782607031        70        90
  0.0000405023347821       111        90
  0.0945054478249215        91        91
  0.8844333380883819       106        91
  0.0202511673910546       111        91
  0.0008100466956422        70        91
  0.4867246363003239        92        92
  0.4110474707096324       112        92
  0.0202511673910546       113        92
  0.0008100466956422        71        92
  0.0810046695642184        73        92
  0.0001620093391284       114        92
  0.4732238580396209        93        93
  0.4110474707096324       113        93
  0.0202511673910546       115        93
  0.0008100466956422        72        93
  0.0810046695642184        75        93
  0.0135007782607031        73        93
  0.0001620093391284       116        93
  0.3798335952658859        94        94
  0.5179790140788526       114        94
  0.0202511673910546       116        94
  0.0008100466956422        73        94
  0.0810046695642184        76        94
  0.0001215070043463       117        94
  0.4732238580396209        95        95
  0.4110474707096324       115        95
  0.0202511673910546       118        95
  0.0008100466956422        74        95
  0.0810046695642184        78        95
  0.0135007782607031        75        95
  0.0001620093391284       119        95
  0.3663328170051828        96        96
  0.5179790140788526       116        96
  0.0202511673910546       119        96
  0.0008100466956422        75        96
  0.0810046695642184        79        96
  0.0135007782607031        76        96
  0.0001215070043463       120        96
  0.2650041307090644        97        97
  0.6328489809704563       117        97
  0.0202511673910546       120        97
  0.0008100466956422        76        97
  0.0810046695642184        80        97
  0.0000810046695642       121        97
  0.4732238580396209        98        98
  0.4110474707096324       118        98
  0.0202511673910546       122        98
  0.0008100466956422        77        98
  0.0810046695642184        82        98
  0.0135007782607031        78        98
  0.0001620093391284       123        98
  0.3663328170051828        99        99
  0.5179790140788526       119        99
  0.0202511673910546       123        99
  0.0008100466956422        78        99
  0.0810046695642184        83        99
  0.0135007782607031        79        99
  0.0001215070043463       124        99
  0.2515033524483613       100       100
  0.6328489809704563       120       100
  0.0202511673910546       124       100
  0.0008100466956422        79       100
  0.0810046695642184        84       100
  0.0135007782607031        80       100
  0.0000810046695642       125       100
  0.1427511915391425       101       101
  0.7551424224751602       121       101
  0.0202511673910546       125       101
  0.0008100466956422        80       101
  0.0810046695642184        85       101
  0.0000405023347821       126       101
  0.4732238580396209       102       102
  0.4110474707096324       122       102
  0.0202511673910546       127       102
  0.0008100466956422        81       102
  0.0810046695642184        87       102
  0.0135007782607031        82       102
  0.0001620093391284       128       102
  0.3663328170051828       103       103
  0.5179790140788526       123       103
  0.0202511673910546       128       103
  0.0008100466956422        82       103
  0.0810046695642184        88       103
  0.0135007782607031        83       103
  0.0001215070043463       129       103
  0.2515033524483613       104       104
  0.6328489809704563       124       104
  0.0202511673910546       129       104
  0.0008100466956422        83       104
  0.0810046695642184        89       104
  0.0135007782607031        84       104
  0.0000810046695642       130       104
  0.1292504132784394       105       105
  0.7551424224751602       125       105
  0.0202511673910546       130       105
  0.0008100466956422        84       105
  0.0810046695642184        90       105
  0.0135007782607031        85       105
  0.0000405023347821       131       105
  0.0135007782607031       106       106
  0.8844333380883819       126       106
  0.0202511673910546       131       106
  0.0008100466956422        85       106
  0.0810046695642184        91       106
  0.5542285276038392       107       107
  0.4110474707096324       127       107
  0.0202511673910546       132       107
  0.0008100466956422        86       107
  0.0135007782607031        87       107
  0.0001620093391284       133       107
  0.4473374865694012       108       108
  0.5179790140788526       128       108
  0.0202511673910546       133       108
  0.0008100466956422        87       108
  0.0135007782607031        88       108
  0.0001215070043463       134       108
  0.3325080220125797       109       109
  0.6328489809704563       129       109
  0.0202511673910546       134       109
  0.0008100466956422        88       109
  0.0135007782607031        89       109
  0.0000810046695642       135       109
  0.2102550828426578       110       110
  0.7551424224751602       130       110
  0.0202511673910546       135       110
  0.0008100466956422        89       110
  0.0135007782607031        90       110
  0.0000405023347821       136       110
  0.0810046695642185       111       111
  0.8844333380883819       131       111
  0.0202511673910546       136       111
  0.0008100466956422        90       111
  0.0135007782607031        91       111
  0.9188333210966532       112       112
  0.0810046695642184        92       112
  0.0001620093391284       137       112
  0.9053325428359501       113       113
  0.0810046695642184        93       113
  0.0135007782607031        92       113
  0.0001620093391284       138       113
  0.3798335952658859       114       114
  0.5179790140788526       137       114
  0.0202511673910546       138       114
  0.0008100466956422        92       114
  0.0810046695642184        94       114
  0.0001215070043463       139       114
  0.9053325428359501       115       115
  0.0810046695642184        95       115
  0.0135007782607031        93       115
  0.0001620093391284       140       115
  0.3663328170051828       116       116
  0.5179790140788526       138       116
  0.0202511673910546       140       116
  0.0008100466956422        93       116
  0.0810046695642184        96       116
  0.0135007782607031        94       116
  0.0001215070043463       141       116
  0.2650041307090644       117       117
  0.6328489809704563       139       117
  0.0202511673910546       141       117
  0.0008100466956422        94       117
  0.0810046695642184        97       117
  0.0000810046695642       142       117
  0.9053325428359501       118       118
  0.0810046695642184        98       118
  0.0135007782607031        95       118
  0.0001620093391284       143       118
  0.3663328170051828       119       119
  0.5179790140788526       140       119
  0.0202511673910546       143       119
  0.0008100466956422        95       119
  0.0810046695642184        99       119
  0.0135007782607031        96       119
  0.0001215070043463       144       119
  0.2515033524483613       120       120
  0.6328489809704563       141       120
  0.0202511673910546       144       120
  0.0008100466956422        96       120
  0.0810046695642184       100       120
  0.0135007782607031        97       120
  0.0000810046695642       145       120
  0.1427511915391425       121       121
  0.7551424224751602       142       121
  0.0202511673910546       145       121
  0.0008100466956422        97       121
  0.0810046695642184       101       121
  0.0000405023347821       146       121
  0.9053325428359501       122       122
  0.0810046695642184       102       122
  0.0135007782607031        98       122
  0.0001620093391284       147       122
  0.3663328170051828       123       123
  0.5179790140788526       143       123
  0.0202511673910546       147       123
  0.0008100466956422        98       123
  0.0810046695642184       103       123
  0.0135007782607031        99       123
  0.0001215070043463       148       123
  0.2515033524483613       124       124
  0.6328489809704563       144       124
  0.0202511673910546       148       124
  0.0008100466956422        99       124
  0.0810046695642184       104       124
  0.0135007782607031       100       124
  0.0000810046695642       149       124
  0.1292504132784394       125       125
  0.7551424224751602       145       125
  0.0202511673910546       149       125
  0.0008100466956422       100       125
  0.0810046695642184       105       125
  0.0135007782607031       101       125
  0.0000405023347821       150       125
  0.0135007782607031       126       126
  0.8844333380883819       146       126
  0.0202511673910546       150       126
  0.0008100466956422       101       126
  0.0810046695642184       106       126
  0.9053325428359501       127       127
  0.0810046695642184       107       127
  0.0135007782607031       102       127
  0.0001620093391284       151       127
  0.3663328170051828       128       128
  0.5179790140788526       147       128
  0.0202511673910546       151       128
  0.0008100466956422       102       128
  0.0810046695642184       108       128
  0.0135007782607031       103       128
  0.0001215070043463       152       128
  0.2515033524483613       129       129
  0.6328489809704563       148       129
  0.0202511673910546       152       129
  0.0008100466956422       103       129
  0.0810046695642184       109       129
  0.0135007782607031       104       129
  0.0000810046695642       153       129
  0.1292504132784394       130       130
  0.7551424224751602       149       130
  0.0202511673910546       153       130
  0.0008100466956422       104       130
  0.0810046695642184       110       130
  0.0135007782607031       105       130
  0.0000405023347821       154       130
  0.0000000000000000       131       131
  0.8844333380883819       150       131
  0.0202511673910546       154       131
  0.0008100466956422       105       131
  0.0810046695642184       111       131
  0.0135007782607031       106       131
  0.9863372124001685       132       132
  0.0135007782607031       107       132
  0.0001620093391284       155       132
  0.4473374865694012       133       133
  0.5179790140788526       151       133
  0.0202511673910546       155       133
  0.0008100466956422       107       133
  0.0135007782607031       108       133
  0.0001215070043463       156       133
  0.3325080220125797       134       134
  0.6328489809704563       152       134
  0.0202511673910546       156       134
  0.0008100466956422       108       134
  0.0135007782607031       109       134
  0.0000810046695642       157       134
  0.2102550828426578       135       135
  0.7551424224751602       153       135
  0.0202511673910546       157       135
  0.0008100466956422       109       135
  0.0135007782607031       110       135
  0.0000405023347821       158       135
  0.0810046695642185       136       136
  0.8844333380883819       154       136
  0.0202511673910546       158       136
  0.0008100466956422       110       136
  0.0135007782607031       111       136
  0.3798335952658859       137       137
  0.5179790140788526       159       137
  0.0202511673910546       160       137
  0.0008100466956422       112       137
  0.0810046695642184       114       137
  0.0001215070043463       161       137
  0.3663328170051828       138       138
  0.5179790140788526       160       138
  0.0202511673910546       162       138
  0.0008100466956422       113       138
  0.0810046695642184       116       138
  0.0135007782607031       114       138
  0.0001215070043463       163       138
  0.2650041307090644       139       139
  0.6328489809704563       161       139
  0.0202511673910546       163       139
  0.0008100466956422       114       139
  0.0810046695642184       117       139
  0.0000810046695642       164       139
  0.3663328170051828       140       140
  0.5179790140788526       162       140
  0.0202511673910546       165       140
  0.0008100466956422       115       140
  0.0810046695642184       119       140
  0.0135007782607031       116       140
  0.0001215070043463       166       140
  0.2515033524483613       141       141
  0.6328489809704563       163       141
  0.0202511673910546       166       141
  0.0008100466956422       116       141
  0.0810046695642184       120       141
  0.0135007782607031       117       141
  0.0000810046695642       167       141
  0.1427511915391425       142       142
  0.7551424224751602       164       142
  0.0202511673910546       167       142
  0.0008100466956422       117       142
  0.0810046695642184       121       142
  0.0000405023347821       168       142
  0.3663328170051828       143       143
  0.5179790140788526       165       143
  0.0202511673910546       169       143
  0.0008100466956422       118       143
  0.0810046695642184       123       143
  0.0135007782607031       119       143
  0.0001215070043463       170       143
  0.2515033524483613       144       144
  0.6328489809704563       166       144
  0.0202511673910546       170       144
  0.0008100466956422       119       144
  0.0810046695642184       124       144
  0.0135007782607031       120       144
  0.0000810046695642       171       144
  0.1292504132784394       145       145
  0.7551424224751602       167       145
  0.0202511673910546       171       145
  0.0008100466956422       120       145
  0.0810046695642184       125       145
  0.0135007782607031       121       145
  0.0000405023347821       172       145
  0.0135007782607031       146       146
  0.8844333380883819       168       146
  0.0202511673910546       172       146
  0.0008100466956422       121       146
  0.0810046695642184       126       146
  0.3663328170051828       147       147
  0.5179790140788526       169       147
  0.0202511673910546       173       147
  0.0008100466956422       122       147
  0.0810046695642184       128       147
  0.0135007782607031       123       147
  0.0001215070043463       174       147
  0.2515033524483613       148       148
  0.6328489809704563       170       148
  0.0202511673910546       174       148
  0.0008100466956422       123       148
  0.0810046695642184       129       148
  0.0135007782607031       124       148
  0.0000810046695642       175       148
  0.1292504132784394       149       149
  0.7551424224751602       171       149
  0.0202511673910546       175       149
  0.0008100466956422       124       149
  0.0810046695642184       130       149
  0.0135007782607031       125       149
  0.0000405023347821       176       149
  0.0000000000000000       150       150
  0.8844333380883819       172       150
  0.0202511673910546       176       150
  0.0008100466956422       125       150
  0.0810046695642184       131       150
  0.0135007782607031       126       150
  0.3663328170051828       151       151
  0.5179790140788526       173       151
  0.0202511673910546       177       151
  0.0008100466956422       127       151
  0.0810046695642184       133       151
  0.0135007782607031       128       151
  0.0001215070043463       178       151
  0.2515033524483613       152       152
  0.6328489809704563       174       152
  0.0202511673910546       178       152
  0.0008100466956422       128       152
  0.0810046695642184       134       152
  0.0135007782607031       129       152
  0.0000810046695642       179       152
  0.1292504132784394       153       153
  0.7551424224751602       175       153
  0.0202511673910546       179       153
  0.0008100466956422       129       153
  0.0810046695642184       135       153
  0.0135007782607031       130       153
  0.0000405023347821       180       153
  0.0000000000000000       154       154
  0.8844333380883819       176       154
  0.0202511673910546       180       154
  0.0008100466956422       130       154
  0.0810046695642184       136       154
  0.0135007782607031       131       154
  0.4473374865694012       155       155
  0.5179790140788526       177       155
  0.0202511673910546       181       155
  0.0008100466956422       132       155
  0.0135007782607031       133       155
  0.0001215070043463       182       155
  0.3325080220125797       156       156
  0.6328489809704563       178       156
  0.0202511673910546       182       156
  0.0008100466956422       133       156
  0.0135007782607031       134       156
  0.0000810046695642       183       156
  0.2102550828426578       157       157
  0.7551424224751602       179       157
  0.0202511673910546       183       157
  0.0008100466956422       134       157
  0.0135007782607031       135       157
  0.0000405023347821       184       157
  0.0810046695642185       158       158
  0.8844333380883819       180       158
  0.0202511673910546       184       158
  0.0008100466956422       135       158
  0.0135007782607031       136       158
  0.9188738234314353       159       159
  0.0810046695642184       137       159
  0.0001215070043463       185       159
  0.9053730451707322       160       160
  0.0810046695642184       138       160
  0.0135007782607031       137       160
  0.0001215070043463       186       160
  0.2650041307090644       161       161
  0.6328489809704563       185       161
  0.0202511673910546       186       161
  0.0008100466956422       137       161
  0.0810046695642184       139       161
  0.0000810046695642       187       161
  0.9053730451707322       162       162
  0.0810046695642184       140       162
  0.0135007782607031       138       162
  0.0001215070043463       188       162
  0.2515033524483613       163       163
  0.6328489809704563       186       163
  0.0202511673910546       188       163
  0.0008100466956422       138       163
  0.0810046695642184       141       163
  0.0135007782607031       139       163
  0.0000810046695642       189       163
  0.1427511915391425       164       164
  0.7551424224751602       187       164
  0.0202511673910546       189       164
  0.0008100466956422       139       164
  0.0810046695642184       142       164
  0.0000405023347821       190       164
  0.9053730451707322       165       165
  0.0810046695642184       143       165
  0.0135007782607031       140       165
  0.0001215070043463       191       165
  0.2515033524483613       166       166
  0.6328489809704563       188       166
  0.0202511673910546       191       166
  0.0008100466956422       140       166
  0.0810046695642184       144       166
  0.0135007782607031       141       166
  0.0000810046695642       192       166
  0.1292504132784394       167       167
  0.7551424224751602       189       167
  0.0202511673910546       192       167
  0.0008100466956422       141       167
  0.0810046695642184       145       167
  0.0135007782607031       142       167
  0.0000405023347821       193       167
  0.0135007782607031       168       168
  0.8844333380883819       190       168
  0.0202511673910546       193       168
  0.0008100466956422       142       168
  0.0810046695642184       146       168
  0.9053730451707322       169       169
  0.0810046695642184       147       169
  0.0135007782607031       143       169
  0.0001215070043463       194       169
  0.2515033524483613       170       170
  0.6328489809704563       191       170
  0.0202511673910546       194       170
  0.0008100466956422       143       170
  0.0810046695642184       148       170
  0.0135007782607031       144       170
  0.0000810046695642       195       170
  0.1292504132784394       171       171
  0.7551424224751602       192       171
  0.0202511673910546       195       171
  0.0008100466956422       144       171
  0.0810046695642184       149       171
  0.0135007782607031       145       171
  0.0000405023347821       196       171
  0.0000000000000000       172       172
  0.8844333380883819       193       172
  0.0202511673910546       196       172
  0.0008100466956422       145       172
  0.0810046695642184       150       172
  0.0135007782607031       146       172
  0.9053730451707322       173       173
  0.0810046695642184       151       173
  0.0135007782607031       147       173
  0.0001215070043463       197       173
  0.2515033524483613       174       174
  0.6328489809704563       194       174
  0.0202511673910546       197       174
  0.0008100466956422       147       174
  0.0810046695642184       152       174
  0.0135007782607031       148       174
